epoch,fp32_train_loss,fp32_val_loss,fp32_grad_norm,fp32_epoch_time_s,tern_train_loss,tern_val_loss,tern_grad_norm,tern_epoch_time_s
1,2.2015231746308346,1.8979450538754463,0.9906335694846801,9.140676875016652,1.9843896162425372,1.6362111866474152,0.7681946687763738,4.575298040988855
2,1.7232611196260925,1.565930999815464,0.9133975952980002,3.7259012499125674,1.5430805953681892,1.4417417645454407,0.946396807385208,3.7409467910183594
3,1.4959716763056763,1.393496222794056,1.213047659077453,3.566563291940838,1.421518274232851,1.3386642560362816,1.2131963798278345,3.694076459039934
4,1.3775392026765971,1.295192927122116,1.3284759945518982,3.6609671250917017,1.3435857008534966,1.262600615620613,1.1519246059269,3.6768336249515414
5,1.3051345678085977,1.2287320047616959,1.4356215806867116,3.6747709170449525,1.297769474645033,1.2326753959059715,1.1874410685774301,3.6995983339147642
6,1.2560237350193322,1.1814425960183144,1.5194060981039292,3.6868631249526516,1.2660845129202443,1.18690325319767,1.252187915438761,3.7173245410667732
7,1.2183133854088208,1.1456148698925972,1.5407272679752277,3.679886250058189,1.2417688242932583,1.1763000339269638,1.2188691062377108,3.684125291998498
8,1.1878615389478968,1.106896072626114,1.5662647791587665,3.696798040997237,1.223813756137875,1.1523103341460228,1.169279514035882,4.133026625029743
9,1.1593018389762717,1.0734307989478111,1.5689803191265776,4.136624792008661,1.2111421189409621,1.134167656302452,1.1938451296514172,3.7669114579912275
10,1.1346914590673243,1.0438207909464836,1.6797349733115572,4.004039708059281,1.201236012134146,1.126924991607666,1.1705128004010643,3.702048165956512
11,1.1113255133865574,1.0109454095363617,1.8930394466649971,3.9318944161059335,1.1891708264114162,1.1187546402215958,1.100165882330927,4.066031791036949
12,1.0863734669719183,0.9737375043332577,1.8065864792408788,3.8288189590675756,1.1839830325850358,1.110709123313427,1.1857828527040548,3.9078130830312148
13,1.061119147649048,0.937532864511013,1.9142484863242495,3.9847745000151917,1.1745450293764155,1.0915581993758678,1.1067683333028848,3.8850998749257997
14,1.0359067384232865,0.9065437987446785,1.9719101656686862,3.701967208995484,1.1661202341106767,1.0814851857721806,1.114539537084499,3.6770462919957936
15,1.0122239298008857,0.8688739910721779,2.053137178694809,3.7145938330795616,1.1592027329384011,1.0699419565498829,1.1121772334790447,3.6952310840133578
16,0.9888742215244483,0.833095733076334,2.102173870225524,3.7656662090448663,1.1532528865421918,1.0676308646798134,1.057463053820396,3.7636393749853596
17,0.9655462571069704,0.8024364784359932,2.087563900791056,3.6676098339958116,1.1482812293032383,1.057837888598442,1.0638288714672988,3.7226285829674453
18,0.9439516236596074,0.775495357811451,2.0907905062511056,3.657550707925111,1.1457629719524518,1.048258114606142,1.1160567748181622,3.6753181669628248
19,0.9222592842494343,0.7402997836470604,2.1559875574887237,3.7085366249084473,1.140234113585019,1.039398830384016,1.0456636928746565,3.948456000071019
20,0.9032106141672067,0.712873749434948,2.258026255161091,4.440165041945875,1.1338015050752788,1.0366739109158516,1.0426354951763557,3.688896333100274
21,0.8846515315644284,0.6869267262518406,2.1585406231550923,3.765276167076081,1.126709558439593,1.0313256680965424,1.0423192305692628,3.7291097089182585
22,0.8669181220920373,0.661156065762043,2.0454838093906917,3.679812208050862,1.1190594105010336,1.0249028727412224,1.0397495971266424,3.6904077919898555
