epoch,fp32_train_loss,fp32_val_loss,fp32_grad_norm,fp32_epoch_time_s,tern_train_loss,tern_val_loss,tern_grad_norm,tern_epoch_time_s
1,1.986597457402189,1.6302374005317688,0.9835781150771363,33.86165995907504,1.8057342834875618,1.3499207943677902,0.9435415599167667,31.84866687504109
2,1.4478752948868443,1.2128971219062805,1.416006946099953,30.35762554197572,1.2201532578804124,1.0266168490052223,1.1462541296171396,30.539383625029586
3,1.1695614918856554,0.9909290671348572,1.679660710857416,31.580361291998997,1.013645547376552,0.8406504467129707,1.303858039886276,34.213645291980356
4,1.01529375516193,0.8396033644676208,2.027223895458532,35.82093312498182,0.8488719899889449,0.6218511313199997,1.534411339435129,35.49546674999874
5,0.8939867716440013,0.7155188247561455,2.060362609897618,34.837403291021474,0.6981428651742532,0.4641132391989231,1.6225668332099277,35.019177332986146
6,0.7959369849151289,0.6318269893527031,2.277308822756574,38.103085250011645,0.5875606503285152,0.37495796382427216,1.5909123992158876,36.98921916692052
7,0.7125132776482005,0.537125963717699,1.9557227812730533,35.65329745900817,0.5103513128320936,0.29399556666612625,1.5689997110920029,36.89326254208572
8,0.6348894876493535,0.4489143416285515,1.9478601958560207,42.30915870796889,0.4484510539283215,0.2540839035063982,1.4683418337615137,38.04761775000952
9,0.5510267468405442,0.34669163078069687,1.8712098333265457,39.69425241590943,0.4034241471492069,0.22355415299534798,1.481074702299893,35.4962572499644
10,0.46435946268095096,0.25771499052643776,1.9128188205937589,38.16494070796762,0.362884392201061,0.1949993520975113,1.3223488508896675,37.77370904095005
11,0.3881846376707856,0.18790456652641296,1.9517695958043806,35.66978499991819,0.32992869363704197,0.16881926730275154,1.3532472385652816,35.60307345900219
12,0.3244377397735354,0.14386453200131655,1.796120347949162,37.23602875007782,0.30448975382556376,0.13724107760936022,1.2383025420278038,35.29616441694088
13,0.27156728380162953,0.10906913131475449,1.6936557689283833,34.9546422919957,0.2793782443647653,0.13285922538489103,1.205039408576461,37.87207441602368
14,0.23224971789709278,0.09161632787436247,1.578555540508308,40.58642733306624,0.26304291671430563,0.11897368542850018,1.1823912594331945,54.30348762497306
15,0.20280435240604508,0.08057858981192112,1.4711371958594057,65.72178908402566,0.24694428225638163,0.10610089730471373,1.1105656336812164,42.233503874973394
16,0.1795168789759488,0.07236193399876356,1.3683974396809029,38.78198337496724,0.23115531512549226,0.09510660823434591,1.0948935659314247,38.751173833035864
17,0.15976849806980348,0.06682105176150799,1.2713211331689986,40.28247133397963,0.21711481519987885,0.0881096450611949,1.012173970299,45.713169666938484
18,0.14699424929182295,0.06363970739766955,1.183994830344903,56.85538354096934,0.20688920331672883,0.0806309999898076,0.9716694940553955,77.07043391594198
19,0.134841135270159,0.061528862453997135,1.1206211454186104,39.87121620902326,0.19559626260273894,0.07786978501826525,0.9222870176806734,43.290682249935344
20,0.12562254176173412,0.06026926822960377,1.0199537667758742,41.596581000019796,0.18744840693305914,0.07479371130466461,0.8884263453459448,38.91490112489555
21,0.11830501184916832,0.058286689687520266,0.9895762853682664,36.6071657090215,0.1772877536189388,0.07028375566005707,0.8752147511575561,38.99358200002462
22,0.11181998966445386,0.0571950925514102,0.9254089024022252,38.68551129207481,0.17022494048299924,0.0674469256773591,0.8388536591679215,39.92636779206805
23,0.1051926024153199,0.05661262385547161,0.8778981713095803,39.63171104097273,0.162486044453903,0.06706790579482913,0.8250836783209228,39.4233582499437
24,0.10093735074493247,0.05591537803411484,0.8313610251561355,42.44245624996256,0.1579721752606647,0.06463551381602883,0.7987547550672575,44.781806292012334
