epoch,fp32_train_loss,fp32_val_loss,fp32_grad_norm,fp32_epoch_time_s,tern_train_loss,tern_val_loss,tern_grad_norm,tern_epoch_time_s
1,2.1387093201489518,1.8591011613607407,1.104567726370274,9.486287374980748,2.1290320745656186,1.8065133392810822,0.9433862766716813,9.329428958939388
2,1.6843522081912403,1.523066446185112,0.7351791478651902,8.4043265839573,1.664896029821584,1.5324347913265228,0.7598075898503666,8.306434417027049
3,1.4315455211719996,1.3006728738546371,0.9226075357944518,8.279304457944818,1.45772823649393,1.3570312708616257,0.9970998468876028,8.372792042093351
4,1.2783766833829209,1.1791639924049377,1.170734704753523,8.5113218750339,1.3222738773050442,1.2297993898391724,0.9877120417861173,8.580997250042856
5,1.1930810179508908,1.0935533046722412,1.1993755301780515,8.496241165907122,1.230715617327623,1.1611609160900116,0.9946182767459498,8.213589666062035
6,1.1266566296698342,1.0252400934696198,1.3332387197940359,8.182994208065793,1.1704314241946583,1.090655267238617,1.1488164363356432,8.20738779194653
7,1.0751099997842815,0.9621132388710976,1.342148110183185,8.38818066706881,1.1250795864723098,1.03811377286911,1.1643092689242684,8.216259624925442
8,1.031239710223507,0.9139689803123474,1.5970399478586723,8.220401957980357,1.0860316216106145,0.9932869449257851,1.1942474318594203,8.2026427090168
9,0.990765887247005,0.8668796345591545,1.4303620277600926,8.209896624903195,1.054490434451842,0.963039830327034,1.376643543403578,8.247691375087015
10,0.9551119426606407,0.8182899132370949,1.6272455591999555,8.272321415948682,1.0239433629412047,0.9182539209723473,1.3986515594909423,8.284247542032972
11,0.920674591836795,0.778871588408947,1.5614274923276907,8.458050457993522,0.9951770725384564,0.8772160708904266,1.490714401709493,8.580845250049606
12,0.8882804529767641,0.7460744008421898,1.5476358337044767,8.705047292052768,0.9655300941265804,0.824169397354126,1.547815548961913,8.836457375087775
13,0.8588771442292442,0.712731696665287,1.6033608029563442,9.229411709005944,0.9384974165701531,0.7934565916657448,1.6306277502506819,9.083743542083539
14,0.8337023115493882,0.6832034960389137,1.710623469542969,9.17273374996148,0.9113811531537016,0.7565647289156914,1.6197746100742787,9.200010084081441
15,0.8062798582332235,0.655265636742115,1.6226096768958251,9.219120750087313,0.8852900963434032,0.7267531156539917,1.6726247517999246,9.27951433393173
16,0.783833601944883,0.6316975206136703,1.6292557011562068,9.291073250002228,0.8658435529386493,0.6890757158398628,1.7412839152975734,9.221831375034526
17,0.760278732843802,0.6087881773710251,1.701138130982263,9.14950545807369,0.8478331120920853,0.6672004833817482,1.7213705874455347,9.184109334019013
18,0.737482873486801,0.5765393003821373,1.6210235857145143,9.229388333042152,0.8307742761894011,0.6542119830846786,1.7467394804218628,9.182553833001293
19,0.7153630038382301,0.5586765371263027,1.696771383192636,9.163528500008397,0.8154626723746179,0.6334329918026924,1.749320230194533,9.267649833927862
